Id,SalePrice
1461,118893.5922485824
1462,154014.7463606642
1463,180769.34948484573
1464,200999.36938727388
1465,196907.39955329802
1466,170720.70615586883
1467,171976.02678597608
1468,168285.41532234085
1469,185538.6671157217
1470,125502.18852390647
1471,182974.6274051192
1472,98616.63516361424
1473,94611.36046538461
1474,146887.73660336342
1475,118496.7535981721
1476,369725.06850148237
1477,250696.02607485163
1478,318797.6029306054
1479,323200.19829445396
1480,497482.4485698873
1481,334997.692613698
1482,225673.94722322773
1483,170137.31557348458
1484,175274.75379323988
1485,194564.44264308817
1486,194059.8159059062
1487,332931.0857304761
1488,230092.48226679844
1489,194096.77221465542
1490,225813.1152969167
1491,193943.68220448054
1492,87305.83485809299
1493,194552.4019421218
1494,272711.61675333476
1495,281522.81751972286
1496,234552.2471954468
1497,174612.7367994028
1498,176243.16571860638
1499,166456.2111923598
1500,158133.02729618427
1501,172055.86395315581
1502,155689.4802369444
1503,273648.0391831383
1504,240274.2222069453
1505,223308.3929020492
1506,185025.1497834891
1507,243711.4115133921
1508,199661.55046150938
1509,169908.5253057584
1510,144369.63031804666
1511,140957.49840445182
1512,161562.5865574755
1513,146886.6311089683
1514,137320.6288872022
1515,203495.99268512847
1516,146454.84359756915
1517,155603.61969612096
1518,128665.57968546438
1519,204147.6651209289
1520,132664.6188597862
1521,131499.75337333095
1522,165401.61349146126
1523,113842.4044632104
1524,126284.25645539106
1525,121257.48243520007
1526,112465.47308844556
1527,104900.43753138493
1528,131316.54422342096
1529,156829.7163618965
1530,186780.39539901935
1531,114194.64988199293
1532,92870.91933189267
1533,137399.80177471656
1534,122134.51168615498
1535,146716.36525467766
1536,109502.26384529914
1537,70700.57052083766
1538,141031.07203398028
1539,191552.5511392426
1540,87987.43543336069
1541,153004.96117826895
1542,143642.78313664376
1543,202995.461688752
1544,78608.76712956844
1545,110238.72665249632
1546,139114.40571643884
1547,139983.31324669643
1548,135012.95964751893
1549,119907.80713265338
1550,137460.2961549175
1551,100506.89075123466
1552,134628.09817563544
1553,140435.9954145359
1554,119460.20637226624
1555,165926.98565901423
1556,90936.36366065493
1557,98246.06165914991
1558,99785.31966768522
1559,86374.80991035217
1560,138412.16245791782
1561,112651.40179002953
1562,133936.26945675805
1563,120872.44934819668
1564,151759.41945319995
1565,150552.87071728485
1566,238462.53472784825
1567,81290.0857248522
1568,228539.90042589954
1569,129866.22484541172
1570,143265.57539930963
1571,114121.12913060839
1572,137367.60959926917
1573,235432.19571461168
1574,114744.11532520028
1575,220095.28957499907
1576,241972.59915571066
1577,197887.0331073546
1578,143008.83492359356
1579,133021.86255566473
1580,198647.42777784175
1581,149109.2035055985
1582,132514.8590221306
1583,292275.5414100996
1584,219111.39709487633
1585,139181.91847782696
1586,71863.60288057095
1587,105165.57993930558
1588,150344.50731756448
1589,95045.98270371556
1590,135049.029680471
