Id,SalePrice
1461,120335.0
1462,157400.0
1463,170630.0
1464,178290.0
1465,197830.0
1466,178690.0
1467,170683.2
1468,179340.0
1469,186313.4
1470,115240.0
1471,200211.5
1472,93140.0
1473,100340.0
1474,148250.0
1475,139620.0
1476,411447.2829999995
1477,282557.1
1478,319023.9
1479,226448.0
1480,437750.67449999915
1481,294750.0
1482,218656.5
1483,169148.0
1484,167704.0
1485,173800.0
1486,202490.0
1487,332310.7914999997
1488,265170.0
1489,209258.0
1490,191870.0
1491,187440.0
1492,106050.0
1493,183318.5
1494,276161.9
1495,296918.6
1496,213765.0
1497,181560.0
1498,150700.4
1499,149650.4
1500,141410.0
1501,173350.0
1502,157045.2
1503,326886.39149999974
1504,250417.3
1505,215215.0
1506,176330.0
1507,226590.0
1508,186450.0
1509,155730.0
1510,156075.0
1511,149830.0
1512,171090.0
1513,148500.0
1514,185385.0
1515,214890.0
1516,163040.0
1517,154130.0
1518,136800.5
1519,238090.0
1520,130050.0
1521,148835.0
1522,180880.0
1523,117000.0
1524,122500.0
1525,126650.0
1526,130705.0
1527,97540.0
1528,127210.0
1529,150290.0
1530,165890.0
1531,132490.0
1532,109560.0
1533,165390.0
1534,121200.4
1535,161290.0
1536,112288.3
1537,80649.3
1538,195180.0
1539,204687.7
1540,112035.3
1541,169080.0
1542,150825.8
1543,254559.0
1544,94900.0
1545,105900.0
1546,120640.0
1547,135675.0
1548,142600.0
1549,113480.0
1550,151980.0
1551,117288.0
1552,151250.0
1553,150025.0
1554,111001.6
1555,180100.0
1556,82500.0
1557,128935.9
1558,103525.0
1559,106645.0
1560,149990.0
1561,175385.0
1562,122488.3
1563,121530.0
1564,159649.0
1565,140690.0
1566,204800.0
1567,79699.3
1568,214650.0
1569,145450.0
1570,122270.0
1571,136500.0
1572,147707.5
1573,255750.0
1574,100041.8
1575,190100.0
1576,197200.0
1577,203980.0
1578,171283.5
1579,136850.0
1580,189320.0
1581,137930.0
1582,122230.0
1583,330313.2
1584,240520.0
1585,143630.0
1586,84640.0
1587,97549.3
1588,146990.0
1589,119610.0
1590,138250.0
1591,107030.0
1592,139638.0
1593,116230.0
1594,129175.3
1595,127445.0
1596,238879.0
1597,145590.6
1598,186906.5
1599,221700.0
1600,212590.0
1601,59160.0
1602,125490.0
1603,106948.3
1604,284550.0
1605,268071.7
1606,168100.0
1607,164501.0
1608,208544.1
1609,197558.0
1610,156039.0
1611,151585.0
1612,166000.0
1613,165277.3
1614,142280.0
1615,84700.0
1616,80050.0
1617,91717.5
1618,117538.3
1619,124600.0
1620,158182.4
1621,130090.0
1622,145480.0
1623,313100.0
1624,195350.0
1625,125375.0
1626,174610.0
1627,191200.0
1628,276997.7
1629,184730.0
1630,322463.7
1631,217807.0
1632,242325.0
1633,161174.0
1634,179685.0
1635,164670.0
1636,156150.0
1637,174600.0
1638,215300.0
1639,174550.0
1640,255615.0
1641,196475.0
1642,217524.9
1643,256311.7
1644,253609.5
1645,190550.0
1646,158690.0
1647,138940.0
1648,147240.0
1649,139340.0
1650,122790.0
1651,124375.0
1652,93340.0
1653,101150.0
1654,158850.0
1655,149585.2
1656,155650.0
1657,158850.0
1658,153300.0
1659,156710.0
1660,131240.0
1661,462380.44899999833
1662,390564.3
1663,383897.2
1664,413441.38299999945
1665,303121.3
1666,321472.4
1667,337874.0
1668,304769.1
1669,307735.0
1670,324231.3
1671,277950.0
1672,474819.14899999835
1673,282950.0
1674,265548.5
1675,182580.1
1676,180390.0
1677,219310.0
1678,477666.4659999989
1679,345426.1
1680,316317.2
1681,280679.4
1682,314201.9
1683,195464.0
1684,170029.0
1685,173579.0
1686,171884.0
1687,172354.0
1688,196706.9
1689,187555.0
1690,177385.2
1691,168744.0
1692,262373.5
1693,168815.2
1694,182420.0
1695,172142.7
1696,271175.0
1697,171642.7
1698,316350.0
1699,291622.4
1700,239900.0
1701,259300.0
1702,246558.5
1703,254579.7
1704,316700.9
1705,213040.0
1706,423180.87449999916
1707,209112.0
1708,214284.0
1709,306881.3
1710,241341.7
1711,280198.9
1712,198950.0
1713,263787.2
1714,215540.0
1715,190130.0
1716,197162.5
1717,171540.0
1718,139550.0
1719,199490.0
1720,256739.0
1721,178720.0
1722,125190.0
1723,158100.0
1724,206375.0
1725,235062.5
1726,184990.0
1727,168180.0
1728,195265.0
1729,162418.5
1730,153756.4
1731,116288.3
1732,127030.0
1733,123970.0
1734,123260.0
1735,129650.0
1736,111500.0
1737,357115.6
1738,202800.0
1739,307599.0
1740,188360.0
1741,177823.2
1742,173960.0
1743,167160.0
1744,298201.9
1745,234640.0
1746,273750.0
1747,206529.0
1748,228014.0
1749,157390.0
1750,152375.0
1751,240597.0
1752,123530.0
1753,145135.0
1754,220100.0
1755,172060.0
1756,120490.0
1757,114200.0
1758,143028.7
1759,176960.0
1760,152270.0
1761,160550.0
1762,169500.0
1763,159040.0
1764,113675.0
1765,178610.0
1766,157580.0
1767,218750.0
1768,139867.5
1769,157564.1
1770,139840.0
1771,137220.0
1772,149660.0
1773,136150.0
1774,136641.0
1775,125950.0
1776,112838.6
1777,117470.0
1778,129750.0
1779,105379.3
1780,179880.0
1781,130400.0
1782,100140.0
1783,139914.0
1784,86027.6
1785,118590.0
1786,142910.0
1787,179450.0
1788,58250.0
1789,123510.0
1790,89712.2
1791,177200.0
1792,157972.5
1793,145680.0
1794,142070.0
1795,147870.0
1796,113370.0
1797,125490.0
1798,124360.0
1799,110430.0
1800,117765.0
1801,141560.0
1802,167140.0
1803,149600.0
1804,135061.0
1805,135075.0
1806,111888.0
1807,159475.3
1808,110000.0
1809,127422.5
1810,146505.0
1811,112130.0
1812,120990.0
1813,120700.0
1814,108825.0
1815,59583.3
1816,94500.0
1817,119010.0
1818,136190.0
1819,119260.8
1820,60590.0
1821,118495.0
1822,155787.5
1823,62790.0
1824,135840.0
1825,121190.0
1826,92049.3
1827,110045.1
1828,135745.0
1829,116740.0
1830,147640.0
1831,158140.0
1832,113950.0
1833,139970.0
1834,118757.9
1835,161430.0
1836,127650.0
1837,108150.0
1838,137495.8
1839,85697.1
1840,161850.0
1841,146965.0
1842,70950.0
1843,134470.0
1844,130799.3
1845,122420.0
1846,151020.0
1847,140890.0
1848,69210.0
1849,117593.0
1850,128575.0
1851,147765.0
1852,132180.0
1853,130690.0
1854,186610.0
1855,144590.0
1856,232540.0
1857,174340.3
1858,138524.0
1859,120318.2
1860,155013.5
1861,120318.2
1862,307744.0
1863,307744.0
1864,307744.0
1865,334425.6
1866,336335.9
1867,228714.5
1868,305850.0
1869,189083.0
1870,262831.1
1871,250794.5
1872,173277.5
1873,241650.0
1874,130988.3
1875,205897.8
1876,188635.0
1877,190470.0
1878,214667.0
1879,132620.0
1880,132825.0
1881,240550.0
1882,271500.0
1883,198697.8
1884,227150.0
1885,246050.0
1886,303100.0
1887,213470.0
1888,315535.7
1889,167795.7
1890,142585.0
1891,145225.0
1892,105800.0
1893,134130.0
1894,135490.5
1895,150415.0
1896,123080.0
1897,113690.0
1898,90400.0
1899,125938.0
1900,147930.0
1901,155900.0
1902,131645.9
1903,224230.0
1904,133620.0
1905,170825.0
1906,141643.4
1907,185550.0
1908,112800.0
1909,130850.0
1910,125230.0
1911,198757.0
1912,281640.0
1913,175325.7
1914,68740.0
1915,305550.0
1916,76960.0
1917,253847.7
1918,136370.0
1919,163590.0
1920,165940.0
1921,413025.9829999994
1922,317347.3
1923,213797.0
1924,254990.0
1925,217490.0
1926,364272.0
1927,142740.0
1928,153885.0
1929,124130.0
1930,117650.0
1931,126870.0
1932,121450.0
1933,144690.0
1934,186860.0
1935,169810.0
1936,195800.0
1937,179630.0
1938,177340.0
1939,236200.0
1940,200240.0
1941,173780.0
1942,193175.0
1943,185240.0
1944,291697.7
1945,350400.4
1946,174755.0
1947,307756.8
1948,184990.0
1949,254890.0
1950,184280.0
1951,291428.0
1952,257190.0
1953,153085.0
1954,212000.0
1955,123100.0
1956,320131.6
1957,172875.0
1958,291116.9
1959,129310.0
1960,123195.0
1961,118200.0
1962,103490.0
1963,112000.0
1964,119240.0
1965,153175.0
1966,148825.2
1967,303133.9
1968,367495.5
1969,368464.9914999997
1970,439240.39149999974
1971,419192.4829999994
1972,362559.4
1973,242397.7
1974,299727.3
1975,429158.2744999992
1976,289761.7
1977,356841.9
1978,310850.0
1979,340264.2
1980,204014.6
1981,343716.5
1982,264107.3
1983,254641.7
1984,165240.0
1985,199517.9
1986,190257.8
1987,171655.5
1988,178879.0
1989,189010.0
1990,216950.0
1991,235258.0
1992,218995.0
1993,171809.5
1994,258220.0
1995,188240.0
1996,247640.0
1997,348166.8
1998,351604.9
1999,264699.0
2000,322075.7
2001,272305.0
2002,239966.5
2003,247394.5
2004,285144.2
2005,192440.0
2006,239145.3
2007,247411.7
2008,201947.5
2009,175400.0
2010,190920.0
2011,130840.0
2012,172170.0
2013,183100.0
2014,183725.0
2015,198057.8
2016,186790.0
2017,201370.0
2018,122275.0
2019,128100.0
2020,128220.0
2021,112200.0
2022,174020.0
2023,141340.0
2024,249700.0
2025,352973.7829999995
2026,182463.5
2027,140120.0
2028,159168.4
2029,159870.0
2030,284919.4
2031,287708.8
2032,288379.4
2033,283029.4
2034,159065.2
2035,201480.0
2036,184557.8
2037,189307.8
2038,347181.9914999997
2039,203810.0
2040,469599.5744999992
2041,277450.0
2042,198900.0
2043,162940.0
2044,158275.0
2045,230640.0
2046,130031.5
2047,156680.0
2048,132050.0
2049,138610.5
2050,174790.0
2051,97450.0
2052,140330.0
2053,142250.0
2054,78890.0
2055,169940.0
2056,121350.0
2057,128180.0
2058,203987.0
2059,127830.9
2060,165400.0
2061,178790.0
2062,134300.0
2063,115132.5
2064,145140.0
2065,124825.0
2066,181465.0
2067,115620.0
2068,134407.9
2069,81851.1
2070,108900.0
2071,95040.0
2072,132050.0
2073,132400.0
2074,186376.5
2075,145690.0
2076,121700.0
2077,152685.0
2078,118420.0
2079,135950.0
2080,120225.0
2081,122700.0
2082,138950.5
2083,146565.0
2084,109140.0
2085,122790.0
2086,131170.0
2087,119582.2
2088,117865.0
2089,77299.3
2090,130345.8
2091,131440.0
2092,146565.8
2093,157263.4
2094,142820.0
2095,146950.0
2096,84460.0
2097,92290.0
2098,155080.0
2099,62112.2
2100,104160.0
2101,137250.4
2102,162640.0
2103,94530.0
2104,135150.0
2105,126705.0
2106,77031.1
2107,266217.4
2108,126990.0
2109,121440.0
2110,124255.0
2111,150675.0
2112,139235.0
2113,119150.0
2114,104750.5
2115,153640.0
2116,111140.0
2117,151715.0
2118,116480.0
2119,109698.0
2120,107150.0
2121,124475.0
2122,111107.6
2123,91830.0
2124,219079.9
2125,133880.0
2126,189137.0
2127,142445.0
2128,118528.4
2129,108690.0
2130,139920.0
2131,178365.0
2132,119123.0
2133,119008.0
2134,124490.0
2135,106390.0
2136,91740.0
2137,126465.0
2138,137400.0
2139,148330.0
2140,139990.0
2141,131389.3
2142,133665.0
2143,140450.0
2144,114058.4
2145,133775.0
2146,152288.3
2147,152955.0
2148,127290.0
2149,124715.0
2150,259245.0
2151,135850.0
2152,171200.0
2153,165190.0
2154,121310.0
2155,126515.0
2156,234950.0
2157,233692.0
2158,238516.0
2159,204950.0
2160,170570.7
2161,266339.5
2162,427650.08299999946
2163,347488.2
2164,272948.0
2165,168600.0
2166,144550.0
2167,210000.0
2168,207975.0
2169,184010.0
2170,220720.0
2171,141860.0
2172,141040.0
2173,153290.0
2174,251358.6
2175,345017.2
2176,311980.3
2177,264405.0
2178,251424.7
2179,142980.0
2180,189196.4
2181,204853.4
2182,228637.0
2183,197163.0
2184,136530.0
2185,127974.3
2186,154450.0
2187,151180.0
2188,151750.0
2189,187590.0
2190,83850.0
2191,85125.0
2192,103850.0
2193,88450.0
2194,107525.0
2195,112850.0
2196,104900.0
2197,108678.0
2198,144059.5
2199,168190.0
2200,124315.0
2201,131618.9
2202,188250.0
2203,163950.0
2204,163490.0
2205,101950.0
2206,138380.0
2207,255940.0
2208,227050.0
2209,194620.0
2210,113200.0
2211,110597.1
2212,117830.0
2213,105460.0
2214,144555.0
2215,95770.0
2216,148425.0
2217,85640.0
2218,96165.0
2219,81400.0
2220,70990.0
2221,305550.0
2222,223000.0
2223,238666.3
2224,227730.0
2225,127900.0
2226,182050.0
2227,194087.0
2228,267587.3
2229,262799.7
2230,153590.0
2231,210271.5
2232,177540.0
2233,167550.0
2234,259000.0
2235,202900.0
2236,259525.0
2237,342172.8
2238,204516.5
2239,123230.0
2240,157929.5
2241,155070.0
2242,135560.0
2243,125990.0
2244,92052.5
2245,93367.5
2246,138502.5
2247,93950.0
2248,125340.0
2249,129200.0
2250,124170.0
2251,123303.7
2252,189480.0
2253,147427.2
2254,179810.0
2255,193090.0
2256,180863.5
2257,190264.0
2258,174930.0
2259,178080.0
2260,157365.0
2261,185240.0
2262,195195.6
2263,303437.7
2264,453110.7829999995
2265,177860.0
2266,292559.4
2267,337398.7
2268,384407.09149999975
2269,161631.2
2270,194046.5
2271,261000.0
2272,206020.0
2273,163040.0
2274,168720.0
2275,171674.0
2276,165804.1
2277,176279.0
2278,163840.0
2279,113723.3
2280,122295.0
2281,166720.0
2282,171230.0
2283,96500.0
2284,114580.4
2285,158570.0
2286,121478.3
2287,315500.0
2288,261791.7
2289,386258.7
2290,425423.3
2291,281492.6
2292,421612.9914999997
2293,440339.37449999916
2294,438426.38299999945
2295,417895.08299999946
2296,250836.2
2297,295442.6
2298,331569.1
2299,352921.5
2300,311143.3
2301,281184.1
2302,240810.9
2303,257526.6
2304,249806.0
2305,179160.0
2306,183960.0
2307,185900.0
